id,person_id,membership_status,member_type,join_date,membership_tier,invited_by,notes,created_at,updated_at
204,1327,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
205,1328,가입 완료,기존 멤버,,정회원,,24.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
206,1329,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
207,1330,가입 완료,기존 멤버,,정회원,,25.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
208,1331,가입 완료,기존 멤버,,임원(부회장),,26.6 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
209,1332,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
210,1333,가입 완료,기존 멤버,,정회원,,24.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
211,1334,가입 완료,기존 멤버,,정회원,,24.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
212,1335,가입 완료,기존 멤버,,정회원,,25.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
213,1336,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
214,1337,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
215,1338,가입 완료,기존 멤버,,정회원,,24.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
216,1339,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
217,1340,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
218,1341,가입 완료,기존 멤버,,임원(부회장),,"26.3 납입
효사랑가족요양병원 → 주식회사 팥알 로 업체명 변경하여 회원명단 관리 요청받음",2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
219,1342,가입 완료,기존 멤버,,정회원,,24.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
220,1343,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
221,1344,가입 완료,기존 멤버,,정회원,,24.12 이후 연회비 납입X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
222,1345,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
223,1346,가입 완료,기존 멤버,,정회원,,24.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
224,1347,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
225,1348,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
226,1349,가입 완료,기존 멤버,,정회원,,24.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
227,1350,가입 완료,기존 멤버,,정회원,,23.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
228,1351,가입 완료,기존 멤버,,정회원,,26.6 납입 예정,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
229,1352,가입 완료,기존 멤버,,정회원,,24.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
230,1353,가입 완료,기존 멤버,,정회원,,24.6 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
231,1354,가입 완료,기존 멤버,,정회원,,24.1 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
232,1355,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
233,1356,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
234,1357,가입 완료,기존 멤버,,임원(이사),,25.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
235,1358,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
236,1359,가입 완료,기존 멤버,,정회원,,25.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
237,1360,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
238,1361,가입 완료,기존 멤버,,임원(수석부회장),,25.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
239,1362,가입 완료,기존 멤버,,정회원,,25.12 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
240,1363,가입 완료,기존 멤버,,정회원,,25.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
241,1364,가입 완료,신규 가입(서울대 과정 출신),,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
242,1365,가입 완료,기존 멤버,,정회원,,24.1 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
243,1366,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
244,1367,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
245,1368,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
246,1369,가입 완료,기존 멤버,,정회원,,24.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
247,1370,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
248,1371,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
249,1372,가입 완료,기존 멤버,,임원(이사),,26.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
250,1373,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
251,1374,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
252,1375,가입 완료,신규 가입(서울대 과정 출신),,정회원,,25.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
253,1376,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
254,1377,가입 완료,기존 멤버,,정회원,,26.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
255,1378,가입 완료,기존 멤버,,정회원,,23.8 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
256,1379,가입 완료,기존 멤버,,임원(이사),,26.2 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
257,1380,가입 완료,기존 멤버,,임원(이사),,24.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
258,1381,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
259,1382,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
260,1383,가입 완료,기존 멤버,,정회원,,26.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
261,1384,가입 완료,신규 가입(서울대 과정 출신),,임원(부회장),,"24.12 납입
연회비 납부 계획 없음(내부사정으로 연회비 예산 대거 축소)",2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
262,1385,가입 완료,기존 멤버,,임원(이사),,25.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
263,1386,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
264,1387,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
265,1388,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
266,1389,가입 완료,기존 멤버,,정회원,,24.1 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
267,1145,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
268,1390,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
269,1391,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
270,1392,가입 완료,기존 멤버,,정회원,,25.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
271,1393,가입 완료,기존 멤버,,임원(부회장),,26.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
272,1394,가입 완료,기존 멤버,,정회원,,24.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
273,936,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
274,1395,가입 완료,기존 멤버,,정회원,,23.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
275,1396,가입 완료,기존 멤버,,임원(이사),,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
276,1397,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
277,1398,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
278,1399,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
279,1400,가입 완료,기존 멤버,,정회원,,23.2 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
280,1401,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
281,1402,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
282,1403,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
283,1404,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
284,1405,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
285,1406,가입 완료,신규 가입(서울대 과정 출신),,정회원,,24.12 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
286,1407,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
287,1408,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
288,1409,가입 완료,기존 멤버,,임원(부회장),,25.6 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
289,1410,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
290,1411,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
291,1412,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
292,946,가입 완료,기존 멤버,,정회원,,24.12 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
293,1413,가입 완료,기존 멤버,,정회원,,23.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
294,1414,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
295,1415,가입 완료,기존 멤버,,정회원,,25.10 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
296,1416,가입 완료,기존 멤버,,임원(부회장),,26.2 납입(25년도 연회비),2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
297,1417,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
298,1418,가입 완료,기존 멤버,,정회원,,23.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
299,1419,가입 완료,기존 멤버,,정회원,,23.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
300,1420,가입 완료,기존 멤버,,정회원,,23.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
301,1421,가입 완료,신규 가입(서울대 과정 출신),,임원(부회장),,24.12 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
302,1422,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
303,1423,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
304,1424,가입 완료,기존 멤버,,임원(수석부회장),,26.2 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
305,1425,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
306,1426,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
307,1427,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
308,1428,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
309,1429,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
310,1430,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
311,1431,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
312,1432,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
313,1433,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
314,1434,가입 완료,기존 멤버,,정회원,,23.4 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
315,1435,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
316,1436,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
317,1437,가입 완료,기존 멤버,,정회원,,26.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
318,1438,가입 완료,신규 가입(서울대 과정 출신),,정회원,,24.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
319,1439,가입 완료,기존 멤버,,정회원,,25.12 닙입(26.1 납입대상자),2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
320,1440,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
321,1441,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
322,1442,가입 완료,기존 멤버,,정회원,,25.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
323,1443,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
324,1444,가입 완료,기존 멤버,,임원(수석부회장),,25.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
325,1445,가입 완료,기존 멤버,,정회원,,24.8 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
326,1446,가입 완료,신규 가입(서울대 과정 출신),,임원(부회장),,"24.12 납입
연회비 납부 계획 없음(내부사정으로 연회비 예산 대거 축소)",2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
327,1447,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
328,1448,가입 완료,기존 멤버,,임원(부회장),,26.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
329,1449,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
330,1450,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
331,1451,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
332,1452,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
333,1453,가입 완료,기존 멤버,,정회원,,24.9 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
334,1454,가입 완료,기존 멤버,,임원(부회장),,26.6 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
335,1455,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
336,1456,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
337,1457,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
338,1458,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
339,1459,가입 완료,기존 멤버,,임원(부회장),,26.2 납입(25년도 연회비),2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
340,1460,가입 완료,기존 멤버,,정회원,,23.1 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
341,1461,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
342,1462,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
343,1463,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
344,1464,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
345,1465,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
346,1466,가입 완료,기존 멤버,,정회원,,24.8 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
347,1467,가입 완료,기존 멤버,,임원(수석부회장),,25.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
348,1468,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
349,1469,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
350,1470,가입 완료,기존 멤버,,정회원,,25.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
351,1471,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
352,1472,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
353,1473,가입 완료,기존 멤버,,정회원,,23.3 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
354,1474,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
355,1475,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
356,1476,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
357,1477,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
358,1478,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
359,1479,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
360,1480,가입 완료,기존 멤버,,정회원,,24.7 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
361,1481,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
362,1482,가입 완료,신규 가입(서울대 과정 출신),,임원(부회장),,"24.12 납입
연회비 납부 계획 없음(내부사정으로 연회비 예산 대거 축소)",2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
363,1483,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
364,1484,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
365,1485,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
366,1486,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
367,1487,가입 완료,기존 멤버,,임원(부회장),,26.6 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
368,1488,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
369,1489,가입 완료,기존 멤버,,정회원,,26.1 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
370,1490,가입 완료,기존 멤버,,정회원,,가입 신청은 하였으나 연회비 납입X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
371,1491,가입 완료,기존 멤버,,임원(부회장),,25.11 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
372,1492,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
373,1493,가입 완료,기존 멤버,,임원(이사),,25.6 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
374,1494,가입 완료,신규 가입(서울대 과정 출신),,임원(부회장),,"24.12 납입
연회비 납부 계획 없음(내부사정으로 연회비 예산 대거 축소)",2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
375,1495,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
376,1496,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
377,1497,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
378,1498,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
379,1499,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
380,1500,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
381,1501,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
382,1502,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
383,1503,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
384,1504,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
385,1505,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
386,1506,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
387,1507,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
388,1508,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
389,1509,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
390,1510,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
391,1511,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
392,1512,가입 완료,기존 멤버,,정회원,,24.8 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
393,1513,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
394,1514,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
395,1515,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
396,1516,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
397,1517,미가입,,,X,,,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
398,1518,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
399,1519,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
400,1520,가입 완료,기존 멤버,,임원(이사),,26.5 납입,2026-08-08 01:54:30.515794+00:00,2026-08-08 01:54:30.515794+00:00
401,1521,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
402,1522,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
403,1523,가입 완료,신규 가입(서울대 과정 출신),,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
404,1524,가입 완료,기존 멤버,,정회원,,연회비 납입 이력X,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
405,1525,가입 완료,기존 멤버,,정회원,,24.10 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
406,1526,가입 완료,기존 멤버,,정회원,,23.1 납입,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
407,1527,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
408,1528,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
409,1529,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
410,1530,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
411,1531,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
412,1137,미가입,,,X,,,2026-08-08 01:54:31.573306+00:00,2026-08-08 01:54:31.573306+00:00
