id,name,org_type,industry,website,address,notes,created_at,updated_at
748,시그나이트파트너스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
749,시프트바이오,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
750,식신,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
751,식약처 기준기획관,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
752,식품생명공학,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
753,식품생명공학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
754,식품영양학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
755,신라명과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
756,신성씨앤에스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
757,신세계센트럴,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
758,신세계푸드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
759,신안천사김,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
760,심플플래닛,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
761,쏘렐라하우스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
762,씨스페이시스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
763,씨엔티테크,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
764,씨위드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
765,씨제이푸드빌,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
766,씨젠,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
767,씨케이주식회사,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
768,씨투씨플랫폼,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
769,씬터온,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
770,아라움,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
771,아로마라인,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
772,아리너스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
773,아모레퍼시픽,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
774,아셀푸드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
775,아워홈,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
776,아이씨에이치앤비,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
777,아이씨푸드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
778,아이제라,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
779,아현재한의원,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
780,안국약품,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
781,안심LPC,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
782,알티스트,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
783,앨라이컨설팅,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
784,약산바이오,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
785,어니스트밀,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
786,어반랩스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
787,에듀윌,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
788,에센셜퍼퓨머리랩,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
789,에스알씨 팜,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
790,에스앤에스랩,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
791,에스엔디,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
792,에스크컴퍼니,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
793,에스피엔비티㈜,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
794,에이스팜,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
795,에이오팜,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
796,에이피테크놀로지,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
797,엑스바엑스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
798,엑티부키,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
799,엔피케이솔루션즈,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
800,엘로이랩,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
801,엘에스비,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
802,엘지전자,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
803,엠에스그룹,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
804,엠에프엠,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
805,연성대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
806,연세대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
807,연합뉴스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
808,영미산업,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
809,예스퓨처,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
810,예우당에프에스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
811,오뚜기,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
812,오렌지마트,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
813,오팔,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
814,온누리인터내셔널,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
815,온포인트,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
816,올다인,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
817,올투딜리셔스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
818,와밀,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
819,완도물산영어조합법인,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
820,월드쥬스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
821,웨이브라이프스타일테크,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
822,웰스프링,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
823,위노베이션,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
824,위대한쇼맨,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
825,윙잇,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
826,유기농산,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
827,유니베라,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
828,유럽 KIST,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
829,유로팜스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
830,유앤아이투어,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
831,유에프유헬스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
832,유인컴퍼니,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
833,유프러스건설,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
834,응용바이오공학부,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
835,이룸손해사정,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
836,이룸아산스마트밸리,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
837,이마트,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
838,이밥차,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
839,이완스튜디오,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
840,이포에이,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
841,이화여자대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
842,인덕식품,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
843,인라이트벤처스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
844,인사이트플랫폼,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
845,인정에프앤비,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
846,인크레더블,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
847,인테이크,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
848,일동바이오사이언스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
849,일동제약,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
850,잇더컴퍼니,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
851,잇마플,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
852,자연의모든것,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
853,자유전공학부,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
854,장루하,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
855,재호식품,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
856,전) 그래핀스퀘어,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
857,전) 신세계푸드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
858,전) 야놀자에프앤비솔루션,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
859,전) 토기,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
860,전) 프레시지,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
861,전)라트바이오,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
862,전)제주맥주,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
863,전)환희컴퍼니,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
864,전남대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
865,전북대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
866,제니스 코리아,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
867,제로앱솔루,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
868,제이디마블러스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
869,제이씨월드,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
870,제이에프에프,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
871,제주맥주,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
872,제주테크노파크 바이오융합센터 연구원,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
873,제테마 대표,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
874,조경지역시스템공학부,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
875,조선비즈,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
876,조이,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
877,조인앤조인,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
878,조흥,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
879,좋은영농조합법인,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
880,주식회사 유니언하우스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
881,중앙대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
882,중앙일보,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
883,지구인컴퍼니,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
884,지능정보융합학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
885,지니너스,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
886,지메이코리아,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
887,지브레인,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
888,지에스씨알오,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
889,지엠에프,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
890,지역정보학과,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
891,진성에프엠,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
892,진아에프앤씨,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
893,청춘에프앤비,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
894,초록푸드시스템,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
895,충남대학교,,,,,,2026-08-08 01:53:59.557345+00:00,2026-08-08 01:53:59.557345+00:00
896,충북대학교,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
897,카멜로테크,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
898,카카오헬스케어,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
899,캐리힐에프엔비,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
900,커피에반하다,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
901,케어원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
902,케어플래너,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
903,케이알컴퍼니,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
904,코리아소프트,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
905,코어솔루션,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
906,코엑스,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
907,콤파스링크,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
908,크레비스파트너스,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
909,키로스벤처투자,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
910,탑테이블,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
911,태웅식품,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
912,테이블스케이프,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
913,토기,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
914,투바이프롬,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
915,투쓰리세븐,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
916,특허청 산업재산보호협력국장,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
917,티엠정보통신,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
918,파스토,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
919,파이토리서치,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
920,팜킷,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
921,팡세,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
922,팥알,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
923,평창약초,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
924,포스코인터내셔널,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
925,포스코홀딩스,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
926,포프리,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
927,포항공과대학교(POSTECH),,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
928,푸드서플라이,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
929,푸드올마켓,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
930,푸디랩,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
931,푸디온투어,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
932,푸디토리,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
933,풀무원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
934,퓨리움,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
935,퓨어,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
936,퓨어세라,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
937,프레드,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
938,프로텍,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
939,플랜에이컴퍼니,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
940,피부과학교실,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
941,피씨에이치캐피탈파트너스,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
942,피지엠,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
943,피플즈리그,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
944,필로메디,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
945,하나금융투자,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
946,하이청 팜,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
947,한경기획,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
948,한경대 석좌교수,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
949,한국경제TV,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
950,한국경제신문,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
951,한국과학기술원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
952,한국과학기술원(KAIST),,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
953,한국교통대학교,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
954,한국귀농귀촌치유산업진흥원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
955,한국농수산식품유통공사,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
956,한국농식품벤처투자협회,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
957,한국농업기술진흥원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
958,한국로보틱스,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
959,한국방송공사(KBS)/한국과학기자협회,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
960,한국식품과학연구원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
961,한국식품산업클러스터진흥원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
962,한국식품산업협회,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
963,한국식품연구원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
964,한국야쿠르트,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
965,한국원자력연구소 첨단 방사선 연구소,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
966,한국청년스타트업협회,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
967,한국화학융합시험연구원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
968,한림대학교,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
969,한불화농,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
970,한성영농조합법인,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
971,한솔루트원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
972,한울농업회사법인,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
973,한윤 법률사무소,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
974,한중미예술인협회,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
975,한화그룹/아워홈,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
976,해양수산과학기술진흥원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
977,해양수산부,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
978,해양수산부 국제협력정책관,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
979,해피콤,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
980,홍콩대학교,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
981,화인향료,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
982,화학부,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
983,화학생물공학부,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
984,환경보건기술연구원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
985,환경재료과학,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
986,황제농업회사법인,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
987,회사 및 직책,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
988,효사랑 가족요양병원,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
989,히어로봇,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
990,힘난다,,,,,,2026-08-08 01:54:00.547404+00:00,2026-08-08 01:54:00.547404+00:00
991,(미국) 메사추세츠주립대학교 의과대학,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
992,(미국) 캘리포니아대학교 기계항공공학과,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
993,(벨기에) EIT Food,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
994,(싱가포르) 난양공과대학교,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
995,(아랍에미리트) Healthy Innovations Technology Investments Limited (HITI),,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
996,(일본)SLC,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
997,(재)춘천바이오산업진흥원 생물소재연구소,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
998,(전)KT,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
999,(전)포항공과대학교,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
1000,ASC KOREA,,,,,,2026-08-08 02:14:53.013571+00:00,2026-08-08 02:14:53.013571+00:00
